"","account_status","duration","credit_history","purpose","amount","savings","employment","installment_rate","status_gender","guarantors","resident_since","property","age","other_plans","housing","num_credits","job","people_maintenance","phone","foreign","BAD"
"398","X1",36,"X5","X4",2348,"X1","X3",3,"X4","X1",2,"X2",46,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"399","X2",12,"X3","X1",1223,"X1","X5",1,"X1","X1",1,"X1",46,"X3","X1",2,"X3",1,"X1","X1","BAD"
"400","X4",24,"X5","X5",1516,"X4","X3",4,"X2","X1",1,"X1",43,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"401","X4",18,"X3","X5",1473,"X1","X2",3,"X4","X1",4,"X1",39,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"402","X2",18,"X5","X10",1887,"X5","X3",4,"X4","X1",4,"X1",28,"X1","X2",2,"X3",1,"X1","X1","GOOD"
"403","X4",24,"X4","X10",8648,"X1","X2",2,"X3","X1",2,"X3",27,"X1","X2",2,"X3",1,"X2","X1","BAD"
"404","X4",14,"X4","X1",802,"X1","X3",4,"X3","X1",2,"X3",27,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"405","X2",18,"X4","X1",2899,"X5","X5",4,"X3","X1",4,"X3",43,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"406","X2",24,"X3","X5",2039,"X1","X2",1,"X4","X1",1,"X2",22,"X3","X2",1,"X3",1,"X2","X1","BAD"
"407","X4",24,"X5","X2",2197,"X5","X4",4,"X3","X1",4,"X3",43,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"408","X1",15,"X3","X5",1053,"X1","X2",4,"X4","X1",2,"X1",27,"X3","X2",1,"X3",1,"X1","X2","GOOD"
"409","X4",24,"X3","X5",3235,"X3","X5",3,"X1","X1",2,"X3",26,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"410","X3",12,"X5","X1",939,"X3","X4",4,"X4","X1",2,"X1",28,"X3","X2",3,"X3",1,"X2","X1","BAD"
"411","X2",24,"X3","X5",1967,"X1","X5",4,"X2","X1",4,"X3",20,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"412","X4",33,"X5","X2",7253,"X1","X4",3,"X3","X1",2,"X3",35,"X3","X2",2,"X4",1,"X2","X1","GOOD"
"413","X4",12,"X5","X10",2292,"X1","X1",4,"X3","X1",2,"X3",42,"X2","X2",2,"X4",1,"X2","X1","BAD"
"414","X4",10,"X3","X1",1597,"X3","X3",3,"X3","X1",2,"X4",40,"X3","X1",1,"X2",2,"X1","X2","GOOD"
"415","X1",24,"X3","X1",1381,"X5","X3",4,"X2","X1",2,"X2",35,"X3","X2",1,"X3",1,"X1","X1","BAD"
"416","X4",36,"X5","X2",5842,"X1","X5",2,"X3","X1",2,"X2",35,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"417","X1",12,"X3","X1",2579,"X1","X2",4,"X3","X1",1,"X1",33,"X3","X2",1,"X2",2,"X1","X1","BAD"
"418","X1",18,"X4","X8",8471,"X5","X3",1,"X2","X1",2,"X3",23,"X3","X1",2,"X3",1,"X2","X1","GOOD"
"419","X4",21,"X3","X1",2782,"X3","X4",1,"X2","X1",2,"X3",31,"X1","X2",1,"X4",1,"X1","X1","GOOD"
"420","X2",18,"X3","X1",1042,"X5","X3",4,"X2","X1",2,"X2",33,"X3","X2",1,"X3",1,"X1","X1","BAD"
"421","X4",15,"X3","X1",3186,"X4","X4",2,"X2","X1",3,"X3",20,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"422","X2",12,"X3","X2",2028,"X5","X3",4,"X3","X1",2,"X3",30,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"423","X2",12,"X5","X1",958,"X1","X4",2,"X3","X1",3,"X1",47,"X3","X2",2,"X2",2,"X1","X1","GOOD"
"424","X4",21,"X4","X4",1591,"X2","X4",4,"X3","X1",3,"X1",34,"X3","X2",2,"X4",1,"X1","X1","GOOD"
"425","X2",12,"X3","X4",2762,"X5","X5",1,"X2","X1",2,"X2",25,"X1","X2",1,"X3",1,"X2","X1","BAD"
"426","X2",18,"X3","X2",2779,"X1","X3",1,"X4","X1",3,"X3",21,"X3","X1",1,"X3",1,"X2","X1","GOOD"
"427","X4",28,"X5","X5",2743,"X1","X5",4,"X3","X1",2,"X3",29,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"428","X4",18,"X5","X5",1149,"X4","X3",4,"X3","X1",3,"X1",46,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"429","X4",9,"X3","X4",1313,"X1","X5",1,"X3","X1",4,"X3",20,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"430","X1",18,"X5","X7",1190,"X1","X1",2,"X2","X1",4,"X4",55,"X3","X3",3,"X1",2,"X1","X1","BAD"
"431","X4",5,"X3","X10",3448,"X1","X4",1,"X3","X1",4,"X1",74,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"432","X2",24,"X3","X3",11328,"X1","X3",2,"X3","X2",3,"X3",29,"X1","X2",2,"X4",1,"X2","X1","BAD"
"433","X1",6,"X5","X4",1872,"X1","X1",4,"X3","X1",4,"X4",36,"X3","X3",3,"X4",1,"X2","X1","GOOD"
"434","X4",24,"X5","X7",2058,"X1","X3",4,"X1","X1",2,"X1",33,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"435","X1",9,"X3","X4",2136,"X1","X3",3,"X3","X1",2,"X1",25,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"436","X2",12,"X3","X5",1484,"X5","X3",2,"X4","X1",1,"X1",25,"X3","X2",1,"X3",1,"X2","X1","BAD"
"437","X4",6,"X3","X7",660,"X3","X4",2,"X4","X1",4,"X1",23,"X3","X1",1,"X2",1,"X1","X1","GOOD"
"438","X4",24,"X5","X1",1287,"X4","X5",4,"X2","X1",4,"X1",37,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"439","X1",42,"X5","X7",3394,"X1","X1",4,"X3","X2",4,"X3",65,"X3","X2",2,"X1",1,"X1","X1","GOOD"
"440","X3",12,"X2","X10",609,"X1","X2",4,"X2","X1",1,"X1",26,"X3","X2",1,"X1",1,"X1","X1","BAD"
"441","X4",12,"X3","X1",1884,"X1","X5",4,"X3","X1",4,"X3",39,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"442","X1",12,"X3","X4",1620,"X1","X3",2,"X2","X2",3,"X2",30,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"443","X2",20,"X4","X3",2629,"X1","X3",2,"X3","X1",3,"X3",29,"X1","X2",2,"X3",1,"X2","X1","GOOD"
"444","X4",12,"X3","X8",719,"X1","X5",4,"X3","X1",4,"X3",41,"X1","X2",1,"X2",2,"X1","X1","BAD"
"445","X2",48,"X5","X4",5096,"X1","X3",2,"X2","X1",3,"X3",30,"X3","X2",1,"X4",1,"X2","X1","BAD"
"446","X4",9,"X5","X8",1244,"X5","X5",4,"X2","X1",4,"X2",41,"X3","X1",2,"X2",1,"X1","X1","GOOD"
"447","X1",36,"X3","X1",1842,"X1","X2",4,"X2","X1",4,"X3",34,"X3","X2",1,"X3",1,"X2","X1","BAD"
"448","X2",7,"X3","X5",2576,"X1","X3",2,"X3","X3",2,"X1",35,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"449","X3",12,"X3","X4",1424,"X5","X5",3,"X2","X1",4,"X1",55,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"450","X2",15,"X4","X7",1512,"X4","X3",3,"X4","X1",3,"X2",61,"X2","X2",2,"X3",1,"X1","X1","BAD"
"451","X4",36,"X5","X2",11054,"X5","X3",4,"X3","X1",2,"X3",30,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"452","X4",6,"X3","X5",518,"X1","X3",3,"X2","X1",1,"X1",29,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"453","X4",12,"X1","X4",2759,"X1","X5",2,"X3","X1",4,"X2",34,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"454","X4",24,"X3","X2",2670,"X1","X5",4,"X3","X1",4,"X3",35,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"455","X1",24,"X3","X1",4817,"X1","X4",2,"X3","X2",3,"X2",31,"X3","X2",1,"X3",1,"X2","X1","BAD"
"456","X4",24,"X3","X2",2679,"X1","X2",4,"X2","X1",1,"X4",29,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"457","X1",11,"X5","X1",3905,"X1","X3",2,"X3","X1",2,"X1",36,"X3","X1",2,"X3",2,"X1","X1","GOOD"
"458","X1",12,"X3","X2",3386,"X1","X5",3,"X3","X1",4,"X4",35,"X3","X3",1,"X3",1,"X2","X1","BAD"
"459","X1",6,"X3","X6",343,"X1","X2",4,"X2","X1",1,"X1",27,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"460","X4",18,"X3","X5",4594,"X1","X2",3,"X3","X1",2,"X3",32,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"461","X1",36,"X3","X4",3620,"X1","X3",1,"X3","X3",2,"X2",37,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"462","X1",15,"X3","X1",1721,"X1","X2",2,"X3","X1",3,"X1",36,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"463","X2",12,"X3","X4",3017,"X1","X2",3,"X2","X1",1,"X1",34,"X3","X1",1,"X4",1,"X1","X1","GOOD"
"464","X2",12,"X3","X9",754,"X5","X5",4,"X3","X1",4,"X2",38,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"465","X4",18,"X3","X10",1950,"X1","X4",4,"X3","X1",1,"X3",34,"X2","X2",2,"X3",1,"X2","X1","GOOD"
"466","X1",24,"X3","X2",2924,"X1","X3",3,"X3","X3",4,"X4",63,"X1","X2",1,"X3",2,"X2","X1","GOOD"
"467","X1",24,"X4","X5",1659,"X1","X2",4,"X2","X1",2,"X3",29,"X3","X1",1,"X2",1,"X2","X1","BAD"
"468","X4",48,"X4","X5",7238,"X5","X5",3,"X3","X1",3,"X3",32,"X1","X2",2,"X3",2,"X1","X1","GOOD"
"469","X4",33,"X4","X10",2764,"X1","X3",2,"X2","X1",2,"X3",26,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"470","X4",24,"X4","X2",4679,"X1","X4",3,"X3","X1",3,"X3",35,"X3","X2",2,"X2",1,"X2","X1","GOOD"
"471","X2",24,"X3","X5",3092,"X2","X2",3,"X4","X1",2,"X3",22,"X3","X1",1,"X3",1,"X2","X1","BAD"
"472","X1",6,"X3","X8",448,"X1","X2",4,"X2","X1",4,"X2",23,"X3","X2",1,"X3",1,"X1","X1","BAD"
"473","X1",9,"X3","X1",654,"X1","X3",4,"X3","X1",3,"X3",28,"X3","X2",1,"X2",1,"X1","X1","BAD"
"474","X4",6,"X3","X9",1238,"X5","X1",4,"X3","X1",4,"X2",36,"X3","X2",1,"X4",2,"X2","X1","GOOD"
"475","X2",18,"X5","X5",1245,"X1","X3",4,"X4","X1",2,"X3",33,"X3","X2",1,"X3",1,"X1","X1","BAD"
"476","X1",18,"X1","X4",3114,"X1","X2",1,"X2","X1",4,"X2",26,"X3","X1",1,"X3",1,"X1","X1","BAD"
"477","X4",39,"X3","X2",2569,"X3","X3",4,"X3","X1",4,"X3",24,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"478","X3",24,"X3","X5",5152,"X1","X4",4,"X3","X1",2,"X3",25,"X1","X2",1,"X3",1,"X1","X1","GOOD"
"479","X2",12,"X3","X10",1037,"X2","X4",3,"X3","X1",4,"X1",39,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"480","X1",15,"X5","X4",1478,"X1","X5",4,"X3","X1",4,"X3",44,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"481","X2",12,"X5","X5",3573,"X1","X3",1,"X2","X1",1,"X1",23,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"482","X2",24,"X3","X1",1201,"X1","X2",4,"X3","X1",1,"X2",26,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"483","X1",30,"X3","X4",3622,"X4","X5",4,"X2","X1",4,"X2",57,"X3","X1",2,"X3",1,"X2","X1","GOOD"
"484","X4",15,"X4","X4",960,"X4","X4",3,"X2","X1",2,"X2",30,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"485","X4",12,"X5","X1",1163,"X3","X3",4,"X3","X1",4,"X1",44,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"486","X2",6,"X4","X1",1209,"X1","X1",4,"X3","X1",4,"X2",47,"X3","X2",1,"X4",1,"X2","X1","BAD"
"487","X4",12,"X3","X5",3077,"X1","X3",2,"X3","X1",4,"X3",52,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"488","X4",24,"X3","X1",3757,"X1","X5",4,"X2","X2",4,"X4",62,"X3","X3",1,"X3",1,"X2","X1","GOOD"
"489","X4",10,"X3","X1",1418,"X2","X3",3,"X3","X1",2,"X1",35,"X3","X1",1,"X2",1,"X1","X2","GOOD"
"490","X4",6,"X3","X1",3518,"X1","X3",2,"X3","X3",3,"X2",26,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"491","X4",12,"X5","X5",1934,"X1","X5",2,"X3","X1",2,"X4",26,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"492","X2",27,"X1","X10",8318,"X1","X5",2,"X2","X1",4,"X4",42,"X3","X3",2,"X4",1,"X2","X1","BAD"
"493","X4",6,"X5","X5",1237,"X2","X3",1,"X2","X1",1,"X2",27,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"494","X2",6,"X3","X5",368,"X5","X5",4,"X3","X1",4,"X2",38,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"495","X1",12,"X5","X1",2122,"X1","X3",3,"X3","X1",2,"X1",39,"X3","X1",2,"X2",2,"X1","X2","GOOD"
"496","X1",24,"X3","X4",2996,"X5","X3",2,"X4","X1",4,"X3",20,"X3","X2",1,"X3",1,"X1","X1","BAD"
"497","X2",36,"X3","X4",9034,"X2","X2",4,"X3","X2",1,"X4",29,"X3","X1",1,"X4",1,"X2","X1","BAD"
"498","X4",24,"X5","X4",1585,"X1","X4",4,"X3","X1",3,"X2",40,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"499","X2",18,"X3","X5",1301,"X1","X5",4,"X4","X3",2,"X1",32,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"500","X3",6,"X5","X1",1323,"X2","X5",2,"X1","X1",4,"X3",28,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"501","X1",24,"X3","X1",3123,"X1","X2",4,"X2","X1",1,"X2",27,"X3","X2",1,"X3",1,"X1","X1","BAD"
"502","X1",36,"X3","X2",5493,"X1","X5",2,"X3","X1",4,"X4",42,"X3","X3",1,"X3",2,"X1","X1","GOOD"
"503","X3",9,"X3","X5",1126,"X2","X5",2,"X1","X1",4,"X1",49,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"504","X2",24,"X5","X5",1216,"X2","X2",4,"X3","X1",4,"X4",38,"X1","X2",2,"X3",2,"X1","X1","BAD"
"505","X1",24,"X3","X1",1207,"X1","X2",4,"X2","X1",4,"X2",24,"X3","X1",1,"X3",1,"X1","X1","BAD"
"506","X4",10,"X3","X1",1309,"X5","X3",4,"X3","X3",4,"X2",27,"X3","X2",1,"X2",1,"X1","X1","BAD"
"507","X3",15,"X5","X2",2360,"X3","X3",2,"X3","X1",2,"X3",36,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"508","X2",15,"X2","X1",6850,"X2","X1",1,"X3","X1",2,"X2",34,"X3","X2",1,"X4",2,"X2","X1","BAD"
"509","X4",24,"X3","X5",1413,"X1","X3",4,"X4","X1",2,"X2",28,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"510","X4",39,"X3","X2",8588,"X2","X5",4,"X3","X1",2,"X3",45,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"511","X1",12,"X3","X1",759,"X1","X4",4,"X3","X1",2,"X1",26,"X3","X2",1,"X3",1,"X1","X1","BAD"
"512","X4",36,"X3","X2",4686,"X1","X3",2,"X3","X1",2,"X4",32,"X3","X3",1,"X4",1,"X2","X1","GOOD"
"513","X3",15,"X3","X10",2687,"X1","X4",2,"X3","X1",4,"X2",26,"X3","X1",1,"X3",1,"X2","X1","GOOD"
"514","X2",12,"X4","X5",585,"X1","X3",4,"X4","X2",4,"X1",20,"X3","X1",2,"X3",1,"X1","X1","GOOD"
"515","X4",24,"X3","X1",2255,"X5","X2",4,"X3","X1",1,"X2",54,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"516","X1",6,"X5","X1",609,"X1","X4",4,"X2","X1",3,"X2",37,"X3","X2",2,"X3",1,"X1","X2","GOOD"
"517","X1",6,"X5","X1",1361,"X1","X2",2,"X3","X1",4,"X1",40,"X3","X2",1,"X2",2,"X1","X2","GOOD"
"518","X4",36,"X5","X4",7127,"X1","X2",2,"X2","X1",4,"X2",23,"X3","X1",2,"X3",1,"X2","X1","BAD"
"519","X1",6,"X3","X1",1203,"X2","X5",3,"X3","X1",2,"X2",43,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"520","X4",6,"X5","X5",700,"X5","X5",4,"X3","X1",4,"X4",36,"X3","X3",2,"X3",1,"X1","X1","GOOD"
"521","X4",24,"X5","X7",5507,"X1","X5",3,"X3","X1",4,"X4",44,"X3","X3",2,"X3",1,"X1","X1","GOOD"
"522","X1",18,"X3","X5",3190,"X1","X3",2,"X2","X1",2,"X1",24,"X3","X2",1,"X3",1,"X1","X1","BAD"
"523","X1",48,"X1","X4",7119,"X1","X3",3,"X3","X1",4,"X4",53,"X3","X3",2,"X3",2,"X1","X1","BAD"
"524","X4",24,"X3","X2",3488,"X2","X4",3,"X2","X1",4,"X3",23,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"525","X2",18,"X3","X5",1113,"X1","X3",4,"X2","X3",4,"X1",26,"X3","X2",1,"X2",2,"X1","X1","GOOD"
"526","X2",26,"X3","X2",7966,"X1","X2",2,"X3","X1",3,"X3",30,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"527","X4",15,"X5","X8",1532,"X2","X3",4,"X2","X1",3,"X3",31,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"528","X4",4,"X5","X5",1503,"X1","X4",2,"X3","X1",1,"X1",42,"X3","X2",2,"X2",2,"X1","X1","GOOD"
"529","X1",36,"X3","X5",2302,"X1","X3",4,"X1","X1",4,"X3",31,"X3","X1",1,"X3",1,"X1","X1","BAD"
"530","X1",6,"X3","X1",662,"X1","X2",3,"X3","X1",4,"X1",41,"X3","X2",1,"X2",2,"X2","X1","GOOD"
"531","X2",36,"X3","X8",2273,"X1","X4",3,"X3","X1",1,"X3",32,"X3","X2",2,"X3",2,"X1","X1","GOOD"
"532","X2",15,"X3","X1",2631,"X2","X3",2,"X2","X1",4,"X3",28,"X3","X1",2,"X3",1,"X2","X1","BAD"
"533","X4",12,"X4","X2",1503,"X1","X3",4,"X4","X1",4,"X1",41,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"534","X4",24,"X3","X5",1311,"X2","X4",4,"X4","X1",3,"X2",26,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"535","X4",24,"X3","X5",3105,"X5","X2",4,"X3","X1",2,"X3",25,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"536","X3",21,"X5","X8",2319,"X1","X2",2,"X1","X1",1,"X3",33,"X3","X1",1,"X3",1,"X1","X1","BAD"
"537","X1",6,"X3","X1",1374,"X5","X1",4,"X2","X1",3,"X2",75,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"538","X2",18,"X5","X4",3612,"X1","X5",3,"X2","X1",4,"X2",37,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"539","X1",48,"X3","X1",7763,"X1","X5",4,"X3","X1",4,"X4",42,"X1","X3",1,"X4",1,"X1","X1","BAD"
"540","X3",18,"X3","X4",3049,"X1","X2",1,"X2","X1",1,"X2",45,"X2","X2",1,"X2",1,"X1","X1","GOOD"
"541","X2",12,"X3","X5",1534,"X1","X2",1,"X4","X1",1,"X1",23,"X3","X1",1,"X3",1,"X1","X1","BAD"
"542","X4",24,"X4","X1",2032,"X1","X5",4,"X3","X1",4,"X4",60,"X3","X3",2,"X3",1,"X2","X1","GOOD"
"543","X1",30,"X3","X4",6350,"X5","X5",4,"X3","X1",4,"X2",31,"X3","X2",1,"X3",1,"X1","X1","BAD"
"544","X3",18,"X3","X4",2864,"X1","X3",2,"X3","X1",1,"X1",34,"X3","X2",1,"X2",2,"X1","X1","BAD"
"545","X4",12,"X5","X1",1255,"X1","X5",4,"X3","X1",4,"X1",61,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"546","X1",24,"X4","X1",1333,"X1","X1",4,"X3","X1",2,"X1",43,"X3","X3",2,"X3",2,"X1","X1","BAD"
"547","X4",24,"X5","X1",2022,"X1","X3",4,"X2","X1",4,"X3",37,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"548","X4",24,"X3","X5",1552,"X1","X4",3,"X3","X1",1,"X3",32,"X1","X2",1,"X3",2,"X1","X1","GOOD"
"549","X1",12,"X2","X5",626,"X1","X3",4,"X2","X1",4,"X1",24,"X1","X2",1,"X2",1,"X1","X1","BAD"
"550","X4",48,"X5","X2",8858,"X5","X4",2,"X3","X1",1,"X4",35,"X3","X3",2,"X3",1,"X2","X1","GOOD"
"551","X4",12,"X5","X7",996,"X5","X4",4,"X2","X1",4,"X1",23,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"552","X4",6,"X2","X5",1750,"X3","X5",2,"X3","X1",4,"X2",45,"X1","X2",1,"X2",2,"X1","X1","GOOD"
"553","X1",48,"X3","X5",6999,"X1","X4",1,"X4","X3",1,"X1",34,"X3","X2",2,"X3",1,"X2","X1","BAD"
"554","X2",12,"X5","X1",1995,"X2","X2",4,"X3","X1",1,"X3",27,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"555","X2",9,"X3","X8",1199,"X1","X4",4,"X2","X1",4,"X2",67,"X3","X2",2,"X4",1,"X2","X1","GOOD"
"556","X2",12,"X3","X5",1331,"X1","X2",2,"X3","X1",1,"X3",22,"X2","X2",1,"X3",1,"X1","X1","BAD"
"557","X2",18,"X1","X1",2278,"X2","X2",3,"X2","X1",3,"X3",28,"X3","X2",2,"X3",1,"X1","X1","BAD"
"558","X4",21,"X1","X1",5003,"X5","X3",1,"X2","X1",4,"X2",29,"X1","X2",2,"X3",1,"X2","X1","BAD"
"559","X1",24,"X2","X4",3552,"X1","X4",3,"X3","X1",4,"X3",27,"X1","X2",1,"X3",1,"X1","X1","BAD"
"560","X2",18,"X5","X4",1928,"X1","X2",2,"X3","X1",2,"X1",31,"X3","X2",2,"X2",1,"X1","X1","BAD"
"561","X1",24,"X3","X2",2964,"X5","X5",4,"X3","X1",4,"X4",49,"X1","X3",1,"X3",2,"X2","X1","GOOD"
"562","X1",24,"X2","X5",1546,"X1","X4",4,"X3","X3",4,"X3",24,"X1","X1",1,"X2",1,"X1","X1","BAD"
"563","X3",6,"X4","X5",683,"X1","X2",2,"X2","X1",1,"X2",29,"X1","X2",1,"X3",1,"X1","X1","GOOD"
"564","X2",36,"X3","X1",12389,"X5","X3",1,"X3","X1",4,"X4",37,"X3","X3",1,"X3",1,"X2","X1","BAD"
"565","X2",24,"X4","X10",4712,"X5","X3",4,"X3","X1",2,"X2",37,"X1","X2",2,"X4",1,"X2","X1","GOOD"
"566","X2",24,"X4","X5",1553,"X2","X4",3,"X2","X1",2,"X2",23,"X3","X1",2,"X3",1,"X2","X1","GOOD"
"567","X1",12,"X3","X1",1372,"X1","X4",2,"X1","X1",3,"X3",36,"X3","X2",1,"X3",1,"X1","X1","BAD"
"568","X4",24,"X5","X5",2578,"X4","X5",2,"X3","X1",2,"X3",34,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"569","X2",48,"X3","X5",3979,"X5","X4",4,"X3","X1",1,"X3",41,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"570","X1",48,"X3","X5",6758,"X1","X3",3,"X2","X1",2,"X3",31,"X3","X2",1,"X3",1,"X2","X1","BAD"
"571","X1",24,"X3","X4",3234,"X1","X2",4,"X2","X1",4,"X1",23,"X3","X1",1,"X2",1,"X2","X1","BAD"
"572","X4",30,"X5","X5",5954,"X1","X4",3,"X3","X2",2,"X3",38,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"573","X4",24,"X3","X2",5433,"X5","X1",2,"X2","X1",4,"X2",26,"X3","X1",1,"X4",1,"X2","X1","GOOD"
"574","X1",15,"X3","X10",806,"X1","X3",4,"X2","X1",4,"X2",22,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"575","X2",9,"X3","X5",1082,"X1","X5",4,"X3","X1",4,"X3",27,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"576","X4",15,"X5","X4",2788,"X1","X4",2,"X2","X2",3,"X3",24,"X1","X2",2,"X3",1,"X1","X1","GOOD"
"577","X2",12,"X3","X5",2930,"X1","X4",2,"X2","X1",1,"X1",27,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"578","X4",24,"X5","X8",1927,"X5","X3",3,"X2","X1",2,"X3",33,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"579","X2",36,"X5","X1",2820,"X1","X2",4,"X1","X1",4,"X3",27,"X3","X2",2,"X3",1,"X1","X1","BAD"
"580","X4",24,"X3","X9",937,"X1","X2",4,"X4","X1",3,"X3",27,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"581","X2",18,"X5","X1",1056,"X1","X5",3,"X3","X3",3,"X1",30,"X1","X2",2,"X3",1,"X1","X1","BAD"
"582","X2",12,"X5","X1",3124,"X1","X2",1,"X3","X1",3,"X1",49,"X1","X2",2,"X2",2,"X1","X1","GOOD"
"583","X4",9,"X3","X4",1388,"X1","X3",4,"X2","X1",2,"X1",26,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"584","X2",36,"X3","X7",2384,"X1","X2",4,"X3","X1",1,"X4",33,"X3","X1",1,"X2",1,"X1","X1","BAD"
"585","X4",12,"X3","X1",2133,"X5","X5",4,"X2","X1",4,"X4",52,"X3","X3",1,"X4",1,"X2","X1","GOOD"
"586","X1",18,"X3","X4",2039,"X1","X3",1,"X2","X1",4,"X1",20,"X1","X1",1,"X3",1,"X1","X1","BAD"
"587","X1",9,"X5","X1",2799,"X1","X3",2,"X3","X1",2,"X1",36,"X3","X1",2,"X3",2,"X1","X1","GOOD"
"588","X1",12,"X3","X4",1289,"X1","X3",4,"X3","X3",1,"X2",21,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"589","X1",18,"X3","X6",1217,"X1","X3",4,"X4","X1",3,"X1",47,"X3","X2",1,"X2",1,"X2","X1","BAD"
"590","X1",12,"X5","X4",2246,"X1","X5",3,"X3","X1",3,"X2",60,"X3","X2",2,"X3",1,"X1","X1","BAD"
"591","X1",12,"X5","X5",385,"X1","X4",4,"X2","X1",3,"X1",58,"X3","X2",4,"X2",1,"X2","X1","GOOD"
"592","X2",24,"X4","X1",1965,"X5","X3",4,"X2","X1",4,"X3",42,"X3","X1",2,"X3",1,"X2","X1","GOOD"
"593","X4",21,"X3","X10",1572,"X4","X5",4,"X2","X1",4,"X1",36,"X1","X2",1,"X2",1,"X1","X1","GOOD"
"594","X2",24,"X3","X1",2718,"X1","X3",3,"X2","X1",4,"X2",20,"X3","X1",1,"X2",1,"X2","X1","BAD"
"595","X1",24,"X2","X3",1358,"X5","X5",4,"X3","X1",3,"X3",40,"X2","X2",1,"X4",1,"X2","X1","BAD"
"596","X2",6,"X2","X1",931,"X2","X2",1,"X2","X1",1,"X2",32,"X2","X2",1,"X2",1,"X1","X1","BAD"
"597","X1",24,"X3","X1",1442,"X1","X4",4,"X2","X1",4,"X3",23,"X3","X1",2,"X3",1,"X1","X1","BAD"
